	label	aspect	sentence	masked_sen	subject	verb	object
915	1	aufrühren	Und ich will das auch nicht immer wieder aufrühren , wenn sie nicht damit anfängt .	Und ich will das auch nicht immer wieder [MASK] , wenn sie nicht damit anfängt .		aufrühren	
916	1	aufrührt	Deutschland beteiligt sich nicht an irgendwelchen Angriffskriegen , mit denen man solche Terrorgruppen aufrührt .	Deutschland beteiligt sich nicht an irgendwelchen Angriffskriegen , mit denen man solche Terrorgruppen [MASK] .	man	aufrühren	Terrorgruppe
917	1	aufrührt	Oder einfach nur verzweifelt , weil er bei seiner Freundin einfach keine Gefühle ( mehr ) aufrührt ?	Oder einfach nur verzweifelt , weil er bei seiner Freundin einfach keine Gefühle ( mehr ) [MASK] ?	er	aufrühren	Gefühl
918	0	aufrühren	Stärke in der Milch aufrühren und dazugeben .	Stärke in der Milch [MASK] und dazugeben .		aufrühren	Stärke
919	1	aufgerührt	Nun war auch Frau Hennigs hanseatisch aufgerührt .	Nun war auch Frau Hennigs hanseatisch [MASK] .		aufrühren	Frau
920	0	aufrühren	Fertigen Quark mit Schneebesen aufrühren und er ist ganz locker .	Fertigen Quark mit Schneebesen [MASK] und er ist ganz locker .		aufrühren	Quark
921	0	aufrühren	Butter erhitzen und kurz vor dem Siedepunkt den Limonensaft dazugeben , kurz aufrühren sofort servieren .	Butter erhitzen und kurz vor dem Siedepunkt den Limonensaft dazugeben , kurz [MASK] sofort servieren .		aufrühren	
922	1	aufrühren	Hier kann Theater offensichtlich in existenzieller Weise bewegen und aufrühren .	Hier kann Theater offensichtlich in existenzieller Weise bewegen und [MASK] .	Theater	aufrühren	
923	1	aufzurühren	Ich wurde schon als Friedensstifter geboren , aber auch mit einer Stimme die Gemüter aufzurühren .	Ich wurde schon als Friedensstifter geboren , aber auch mit einer Stimme die Gemüter [MASK] .		aufrühren	Gemüt
924	1	rühren	Diese Fragen rühren uns nicht nur an , sondern sie viele auch auf .	Diese Fragen [MASK] uns nicht nur an , sondern sie viele auch auf .	Frage	aufrühren	
925	1	aufgerührt	Man ist in seinen tiefsten Seelenschichten aufgerührt .	Man ist in seinen tiefsten Seelenschichten [MASK] .		aufrühren	
926	1	aufrühren	Okay , da war auch der aktuelle Amoklauf noch nicht da und warum alten Dreck aufrühren ?	Okay , da war auch der aktuelle Amoklauf noch nicht da und warum alten Dreck [MASK] ?		aufrühren	Dreck
927	1	aufrühren	Ruhendes soll man nicht aufrühren .	Ruhendes soll man nicht [MASK] .		aufrühren	ruhendes
928	1	aufgerührt	Wir waren alle zutiefst aufgerührt .	Wir waren alle zutiefst [MASK] .	wir	aufrühren	
929	1	aufrühren	So kann keiner mehr das Thema aufrühren .	So kann keiner mehr das Thema [MASK] .		aufrühren	Thema
930	0	anspringen	Das Monster kann dich auch von oben anspringen .	Das Monster kann dich auch von oben [MASK] .	Monster	anspringen	
931	1	springt	Der springt noch an und man kann mit dem Wagen fahren , lediglich die Karosserie ist hin .	Der [MASK] noch an und man kann mit dem Wagen fahren , lediglich die Karosserie ist hin .		anspringen	
932	1	springt	Der Motor springt an und augenblicklich läuft auch das Radio .	Der Motor [MASK] an und augenblicklich läuft auch das Radio .	Motor	anspringen	
933	1	anspringen	Bevor der Wagen rollt , sollte er auch anspringen .	Bevor der Wagen rollt , sollte er auch [MASK] .	Wagen	anspringen	
934	0	springt	In zeitlupe springt sie ihn dann an und schiebt ihn wieder in den Hauseingang zurück .	In zeitlupe [MASK] sie ihn dann an und schiebt ihn wieder in den Hauseingang zurück .		anspringen	
935	0	anspringen	Der Flummi , er muss alles und jeden anspringen	Der Flummi , er muss alles und jeden [MASK]	Flummi	anspringen	
936	0	angerührt	Hat eigentlich schonmal jemand mit Kokosmilch angerührt ?	Hat eigentlich schonmal jemand mit Kokosmilch [MASK] ?	jemand	anrühren	
937	0	anrühre	Bei mir hilft es nur so einigermassen wenn ich mit Milch statt mit Wasser anrühre .	Bei mir hilft es nur so einigermassen wenn ich mit Milch statt mit Wasser [MASK] .		anrühren	
938	0	anrühren	Die Aprikosenmarmelade mit dem heissen Wasser anrühren .	Die Aprikosenmarmelade mit dem heissen Wasser [MASK] .		anrühren	Aprikosenmarmelade
939	1	anrührt	Ich kenne dieses Zucken ; Rafa hat das , wenn ihn etwas besonders anrührt oder verlegen macht .	Ich kenne dieses Zucken ; Rafa hat das , wenn ihn etwas besonders [MASK] oder verlegen macht .		anrühren	
940	1	rühr	Und vorallem rühr die Frau nicht an , aus gesetzlichen und moralischen Gründen !	Und vorallem [MASK] die Frau nicht an , aus gesetzlichen und moralischen Gründen !		anrühren	Frau
941	1	anrührt	User wissen , dass Adobe die Regler im Schärfen-Bereich praktisch nicht anrührt .	User wissen , dass Adobe die Regler im Schärfen-Bereich praktisch nicht [MASK] .	Adobe	anrühren	Regler
942	1	rühre	Ich rühre Dich ebenso gut an , wie Du dieses Mädchen anrührst .	Ich [MASK] Dich ebenso gut an , wie Du dieses Mädchen anrührst .		anrühren	
943	0	angerührt	Sie sind schnell angerührt und helfen , Ihren niedrigen Eiweissspiegel anzuheben .	Sie sind schnell [MASK] und helfen , Ihren niedrigen Eiweissspiegel anzuheben .		anrühren	
944	1	angerührt	Hätte der Begriff im Geschichtsteil gestanden , hätte ich ihn nicht angerührt .	Hätte der Begriff im Geschichtsteil gestanden , hätte ich ihn nicht [MASK] .		anrühren	Begriff
945	0	anrühren	Zum Glück stand in der Anleitung schon , dass das beim anrühren rot wird .	Zum Glück stand in der Anleitung schon , dass das beim [MASK] rot wird .		anrühren	
946	0	anrühren	Die Szene wirkt fast so als würde er die Farbe für ein Kunstwerk anrühren .	Die Szene wirkt fast so als würde er die Farbe für ein Kunstwerk [MASK] .		anrühren	Farbe
947	1	rühre	Klar , ich hab die Protest-Aktion unterstützt und rühre keinen Gummi-Adler mehr an .	Klar , ich hab die Protest-Aktion unterstützt und [MASK] keinen Gummi-Adler mehr an .		anrühren	Gummi-Adler
948	0	angerührt	Die aus Naturstoffen gewonnenen Farbpigmente wurden mit dem Eigelb von Erstlingseiern angerührt .	Die aus Naturstoffen gewonnenen Farbpigmente wurden mit dem Eigelb von Erstlingseiern [MASK] .		anrühren	Farbpigment
949	0	angerührt	Ich habe Müller rot mit wenig Müller schwarz mit Apfelsaft und einen Spritzer Zitronensaft angerührt .	Ich habe Müller rot mit wenig Müller schwarz mit Apfelsaft und einen Spritzer Zitronensaft [MASK] .	ich	anrühren	Müller
950	0	anrühren	Die Speisestärke mit etwas kalten Wasser anrühren und die Sosse damit binden .	Die Speisestärke mit etwas kalten Wasser [MASK] und die Sosse damit binden .		anrühren	Speisestärke
951	0	anrühren	Bratensosse in kreisenden Bewegungen anrühren .	Bratensosse in kreisenden Bewegungen [MASK] .		anrühren	Bratensosse
952	1	angerührt	Die Daten auf der Platte werden durch den Firmware-Patch nicht angerührt .	Die Daten auf der Platte werden durch den Firmware-Patch nicht [MASK] .		anrühren	Daten
953	1	rührt	Im Gegenteil , die späte Lyrik ist hochverdichtet und sie rührt an .	Im Gegenteil , die späte Lyrik ist hochverdichtet und sie [MASK] an .	Lyrik	anrühren	
954	1	anrühren	Du darfst dies nicht kosten , du darfst das nicht anrühren .	Du darfst dies nicht kosten , du darfst das nicht [MASK] .		anrühren	
955	1	angerührt	Das Bild von den glühenden Kohlen besagt , dass das Gewissen angerührt wird .	Das Bild von den glühenden Kohlen besagt , dass das Gewissen [MASK] wird .		anrühren	Gewissen
956	1	angerührt	Einmal ausprobiert und nie wieder angerührt .	Einmal ausprobiert und nie wieder [MASK] .		anrühren	
957	0	anrühren	Dotterfrei nach Packungsanweisung anrühren und quellen lassen .	Dotterfrei nach Packungsanweisung [MASK] und quellen lassen .		anrühren	
958	1	angerührt	Er bastelt am Auto , das er die ganze Woche nicht angerührt hat .	Er bastelt am Auto , das er die ganze Woche nicht [MASK] hat .	er	anrühren	Auto
959	1	anrühren	Ihre Spezialität sind Charaktere , die das Herz anrühren .	Ihre Spezialität sind Charaktere , die das Herz [MASK] .	der	anrühren	Herz
960	0	angerührt	Der Klebstoff wird nach Anweisung angerührt , und als dünne Wulst auf den Riss gelegt .	Der Klebstoff wird nach Anweisung [MASK] , und als dünne Wulst auf den Riss gelegt .		anrühren	Klebstoff
961	1	rühre	Ich rühre deine Seele an , damit sie sich erhebe und zu mir komme .	Ich [MASK] deine Seele an , damit sie sich erhebe und zu mir komme .	ich	anrühren	Seele
962	0	anrühren	Ich nehme die Heilerde zum anrühren die man in der Apotheke bekommt und nehme sie täglich .	Ich nehme die Heilerde zum [MASK] die man in der Apotheke bekommt und nehme sie täglich .		anrühren	
963	1	angerührt	Wir müssen sensibel dafür werden , wann Menschen von Gott angerührt werden .	Wir müssen sensibel dafür werden , wann Menschen von Gott [MASK] werden .		anrühren	Mensch
964	0	anrühren	Er sollte sich mit einem Pinsel auftragen lassen und nix zum anrühren wie Kleber .	Er sollte sich mit einem Pinsel auftragen lassen und nix zum [MASK] wie Kleber .		anrühren	
965	0	anrühren	Dafür muss man etwas mehr Erde anrühren .	Dafür muss man etwas mehr Erde [MASK] .	man	anrühren	Erde
966	0	anrühren	So ich geh jetzt mal Farbe für die T-Shirts anrühren .	So ich geh jetzt mal Farbe für die T-Shirts [MASK] .	ich	anrühren	Farbe
967	1	anzurühren	Auch mal innovative Projekte anzurühren , die Schülern zu einem Blick über den Tellerrand verhelfen .	Auch mal innovative Projekte [MASK] , die Schülern zu einem Blick über den Tellerrand verhelfen .		anrühren	Projekt
968	1	einschleifen	Richtig , es muss sich ja alles erstmal einschleifen bis wir Routine haben.	Richtig , es muss sich ja alles erstmal [MASK] bis wir Routine haben.	alle	einschleifen	sich
969	0	eingeschliffen	hast du die Nocke eingeschliffen ?	hast du die Nocke [MASK] ?	du	einschleifen	Nocke
970	1	Eingeschliffen	Eingeschliffen hat sich dagegen ein Sprachgebrauch , der von Informationen spricht , wenn er Daten meint .	[MASK] hat sich dagegen ein Sprachgebrauch , der von Informationen spricht , wenn er Daten meint .	Sprachgebrauch	einschleifen	
971	0	einschleifen	Weil durch die höhere Verdichtung , Ventilsitz einschleifen , meine Pleullager kaputt gehen .	Weil durch die höhere Verdichtung , Ventilsitz [MASK] , meine Pleullager kaputt gehen .		einschleifen	Ventilsitz
972	0	einschleifen	Quasi eine Buchse und einen Stecker besorgen , der zum System passt und dann vorm Computer einschleifen .	Quasi eine Buchse und einen Stecker besorgen , der zum System passt und dann vorm Computer [MASK] .		einschleifen	
973	0	eingeschliffen	Die Ventile wurden bereits letztes Jahr neu angefertigt und in den letzten Tagen von meinem Mechaniker eingeschliffen .	Die Ventile wurden bereits letztes Jahr neu angefertigt und in den letzten Tagen von meinem Mechaniker [MASK] .		einschleifen	Ventil
974	0	eingeschliffen	Jetzt habe ich 200 Km runter , die Scheiben sehen schon recht eingeschliffen aus .	Jetzt habe ich 200 Km runter , die Scheiben sehen schon recht [MASK] aus .		einschleifen	Scheibe
975	1	eingeschliffen	Es haben sich aber auch mit der Zeit Gewohnheiten eingeschliffen , die mühsam abgewöhnt werden müssen .	Es haben sich aber auch mit der Zeit Gewohnheiten [MASK] , die mühsam abgewöhnt werden müssen .	Gewohnheit	einschleifen	
976	0	einschleifen	Beläge müssen sich natürlich noch einschleifen .	Beläge müssen sich natürlich noch [MASK] .	Belag	einschleifen	sich
977	0	einschleifen	Also eigentlich nur Zerlegen , waschen , planen und Ventile wieder einschleifen .	Also eigentlich nur Zerlegen , waschen , planen und Ventile wieder [MASK] .		einschleifen	Ventile
978	0	eingeschliffen	Das ist in die Anschlussleitung eingeschliffen Vom Netzteil zum Telefon muss ein 4 adriges Anschlusskabel verwendet werden .	Das ist in die Anschlussleitung [MASK] Vom Netzteil zum Telefon muss ein 4 adriges Anschlusskabel verwendet werden .		einschleifen	
979	1	eingeschliffen	In den letzten Jahren hat sich eingeschliffen , den politischen Lakaien des Kapitals hinterherzulaufen .	In den letzten Jahren hat sich [MASK] , den politischen Lakaien des Kapitals hinterherzulaufen .		einschleifen	
980	1	eingeschliffen	Ich ging weiter und überlegte , warum sich gerade diese Anrede eingeschliffen hat .	Ich ging weiter und überlegte , warum sich gerade diese Anrede [MASK] hat .	Anrede	einschleifen	
981	1	eingeschliffen	Viele Abläufe im Unternehmen und Alltag haben sich eingeschliffen .	Viele Abläufe im Unternehmen und Alltag haben sich [MASK] .	Ablauf	einschleifen	
982	1	einschleifen	Damit läufst du Gefahr , dass sich durch die Ermüdung falsche Bewegungsmuster einschleifen .	Damit läufst du Gefahr , dass sich durch die Ermüdung falsche Bewegungsmuster [MASK] .	Bewegungsmuster	einschleifen	
983	1	eingeschliffen	Schlechte Angewohnheiten , die sich eingeschliffen haben , lassen sich nicht so einfach ändern .	Schlechte Angewohnheiten , die sich [MASK] haben , lassen sich nicht so einfach ändern .	Angewohnheit	einschleifen	
984	1	zugedröhnt	Da sind ja ne Menge Leute , die waren auch zugedröhnt .	Da sind ja ne Menge Leute , die waren auch [MASK] .	Leute	zudröhnen	
985	0	zugedröhnt	Hier wird man nicht wie sonst üblich mit lauter Musik zugedröhnt .	Hier wird man nicht wie sonst üblich mit lauter Musik [MASK] .		zudröhnen	man
986	1	antanzen	Als nach sechs Monaten immer noch kein Bericht vorliegt , lässt er die Forscher antanzen .	Als nach sechs Monaten immer noch kein Bericht vorliegt , lässt er die Forscher [MASK] .		antanzen	Forscher
987	1	anzutanzen	schlicht und einfach , weil ich keine lust habe , wegen jedem wehwehchen beim Arzt anzutanzen .	schlicht und einfach , weil ich keine lust habe , wegen jedem wehwehchen beim Arzt [MASK] .		antanzen	
988	1	antanzen	Die Azubine durfte dann gleich beim zuständigen Betriebsleiter antanzen .	Die Azubine durfte dann gleich beim zuständigen Betriebsleiter [MASK] .	Azubine	antanzen	
989	1	antanzen	Naja morgen muss ich bei der Werkstatt antanzen und meinen Wagen vorführen .	Naja morgen muss ich bei der Werkstatt [MASK] und meinen Wagen vorführen .		antanzen	
990	1	antanzen	Muss ich mit der Rechnung beim Händler antanzen oder erfolgt das automatisch	Muss ich mit der Rechnung beim Händler [MASK] oder erfolgt das automatisch		antanzen	
991	1	antanzen	Er soll jetzt laut Presse beim Vorstand antanzen .	Er soll jetzt laut Presse beim Vorstand [MASK] .		antanzen	
992	1	antanzen	Gleich wird er wohl auch wieder antanzen und ich darf wieder die scheiss Tür öffnen .	Gleich wird er wohl auch wieder [MASK] und ich darf wieder die scheiss Tür öffnen .		antanzen	
993	1	antanzen	Musste ebenfalls bei der Polizei antanzen .	Musste ebenfalls bei der Polizei [MASK] .		antanzen	
994	1	antanzen	Wenn ich eigens für eine Schicht antanzen müsste	Wenn ich eigens für eine Schicht [MASK] müsste		antanzen	
995	0	angetanzt	Und ich wurde sogar von 2 Mädchen angetanzt	Und ich wurde sogar von 2 Mädchen [MASK]		antanzen	ich
996	1	antanzen	Es ist ja nur zu meinem Besten , dass ich 2x in der Klinik antanzen darf .	Es ist ja nur zu meinem Besten , dass ich 2x in der Klinik [MASK] darf .		antanzen	
997	0	antanzen	Zuerst wollten wir die Tänzer gegeneinander antanzen lassen .	Zuerst wollten wir die Tänzer gegeneinander [MASK] lassen .	Tänzer	antanzen	
998	0	tanz	Wie tanz ich sie richtig an ?	Wie [MASK] ich sie richtig an ?	ich	antanzen	sie
999	0	antanzen	bloss ich trau mich dann nicht die Männer anzusprechen bzw anzutanzen sondern erwarte dass sie mich antanzen .	bloss ich trau mich dann nicht die Männer anzusprechen bzw anzutanzen sondern erwarte dass sie mich [MASK] .		antanzen	Mann
1000	0	tanzten	Ich war nur ein paar Minuten auf der Tanzfläche und da tanzten schon Mädels mich an .	Ich war nur ein paar Minuten auf der Tanzfläche und da [MASK] schon Mädels mich an .	Mädel	antanzen	mich
1001	0	antanzen	Von fremden Männern lassen sich Frauen schonmal gar nicht antanzen .	Von fremden Männern lassen sich Frauen schonmal gar nicht [MASK] .	Mann	antanzen	
1002	0	tanzen	Kerle tanzen einen grundstäzlich nicht an .	Kerle [MASK] einen grundstäzlich nicht an .	Kerl	antanzen	
1003	0	tanzt	Sie tanzt dich an und du freust dich .	Sie [MASK] dich an und du freust dich .	sie	antanzen	
1004	0	tanzt	Er tanzt eine junge Blondine an , geht mit ihr ins Freie um Spass zu haben und wird getötet .	Er [MASK] eine junge Blondine an , geht mit ihr ins Freie um Spass zu haben und wird getötet .	er	antanzen	Blondine
1005	0	angetanzt	Und als Bruno Mars seinen Mikrofonständer sexy angetanzt hat , gab es in der Arena kein halten mehr !	Und als Bruno Mars seinen Mikrofonständer sexy [MASK] hat , gab es in der Arena kein halten mehr !	Mars	antanzen	Mikrofonständer
1006	1	eingetaucht	Ich bin voll in mein neues Berufsleben eingetaucht .	Ich bin voll in mein neues Berufsleben [MASK] .	ich	eintauchen	
1007	1	eintauchen	Kommt alle zu mir , ich will euch in meinen schützenden Mantel eintauchen .	Kommt alle zu mir , ich will euch in meinen schützenden Mantel [MASK] .		eintauchen	
1008	1	eingetaucht	Kaum war er in den Schatten eingetaucht , sah er sich einer Leiche gegenüber .	Kaum war er in den Schatten [MASK] , sah er sich einer Leiche gegenüber .		eintauchen	
1009	1	eintauchen	Das nenne ich in die Opferrolle eintauchen und im Selbstmitleid versinken .	Das nenne ich in die Opferrolle [MASK] und im Selbstmitleid versinken .		eintauchen	
1010	1	eintauchen	Das passt , will ich doch damit in die virtuelle Realität eintauchen .	Das passt , will ich doch damit in die virtuelle Realität [MASK] .		eintauchen	
1011	1	eintauchen	Wie ich schon geschrieben hab wollt ich wieder ein wenig in die Welt der Rollenspielerei eintauchen .	Wie ich schon geschrieben hab wollt ich wieder ein wenig in die Welt der Rollenspielerei [MASK] .	ich	eintauchen	
